,name,qid,measure,value
12,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",1121402,ndcg_cut_30,0.44116607811139164
13,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",962179,ndcg_cut_30,0.0
14,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",1117099,ndcg_cut_30,0.17838897929003336
15,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",148538,ndcg_cut_30,0.12247430922156727
16,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",451602,ndcg_cut_30,0.018652149401430687
17,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",359349,ndcg_cut_30,0.335275540829403
18,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",1115776,ndcg_cut_30,0.05237670134399522
19,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",1112341,ndcg_cut_30,0.03044703139962405
20,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",131843,ndcg_cut_30,0.3121687881967189
21,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",104861,ndcg_cut_30,0.16281005038664237
22,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",833860,ndcg_cut_30,0.02701260732220718
23,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",207786,ndcg_cut_30,0.0
24,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",1114819,ndcg_cut_30,0.20414953047582224
25,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",183378,ndcg_cut_30,0.21290786332811132
26,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",1106007,ndcg_cut_30,0.0
27,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",1124210,ndcg_cut_30,0.13943090931643334
28,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",490595,ndcg_cut_30,0.1023550710402271
29,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",1103812,ndcg_cut_30,0.08362168248678349
30,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",87181,ndcg_cut_30,0.21969268222854066
31,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",443396,ndcg_cut_30,0.01780795048642963
32,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",1121709,ndcg_cut_30,0.0
33,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",87452,ndcg_cut_30,0.14072506655935724
34,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",855410,ndcg_cut_30,0.7238981630719122
35,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",1114646,ndcg_cut_30,0.05695089103015333
36,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",19335,ndcg_cut_30,0.0
37,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",47923,ndcg_cut_30,0.15799459161310456
38,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",405717,ndcg_cut_30,0.22992568019207327
39,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",182539,ndcg_cut_30,0.24649104847882397
40,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",1113437,ndcg_cut_30,0.05212625568804071
41,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",1129237,ndcg_cut_30,0.07990250123111005
42,"Compose(Compose(RankCutoff(BR(BM25), 1000), FUnion(BR(TF_IDF), BR(PL2))), <pyterrier.ltr.RegressionTransformer object at 0x16a807730>)",146187,ndcg_cut_30,0.2252527147024096
